,comment,label,tokenized
513,"gimana sih ya, setelah download ke versi 4.0.2, aplikasi ini malah gabisa dibuka di hp saya. sy coba uninstall trus install ulang juga tetep sama, stuck di menu terms & condition abis itu mental lagi kembali ke layar home. duh tau gini gausah update deh!!! please response nya, gimana caranya. menghambat kerja saya ini aplikasi",,gimana sih ya setelah download ke versi aplikasi ini malah tidakbisa dibuka di hp saya sy coba uninstall trus install ulang juga tetep sama stuck di menu terms condition abis itu mental lagi kembali ke layar home duh tau gini gausah update deh please response nya gimana caranya menghambat kerja saya ini aplikasi
514,why you always run in my background??,,why you always run in my background
515,nyusahin,,susah
516,jelek amat aplikasi. lama check in. check out juga. banyak error nya. lemoott woiii...,,jelek amat aplikasi lama check in check out juga banyak error nya lemoott woiii
517,upeate nya malah banyak trouble,,upeate nya malah banyak trouble
518,sering ngebug dan malah bikin lama 😩 kalau bisa diaktifkan checkout otomatis nya juga jadi tidak perlu check out manual,,sering ngebug dan malah bikin lama kalau bisa diaktifkan checkout otomatis nya juga jadi tidak perlu check out manual
519,very usefull for many occation and places,,very usefull for many occation and places
520,"masih banyak bugs dan lokasi seringkali tidak akurat, jadi menyebabkan tidak bisa check in saat masuk tempat yang ingin dituju",,masih banyak bugs dan lokasi seringkali tidak akurat jadi menyebabkan tidak bisa check in saat masuk tempat yang ingin dituju
521,good,,good
522,banyak bug,,banyak bug
523,trimakasih infonya,,terimakasih infonya
524,bugs fixed,,bugs fixed
525,suweeee verifikasine... piyee ikii....,,suweeee verifikasine piyee ikii
526,"lemot bener, malu-maluin",,lemot bener
527,tried to download and always stuck at 64-73%,,tried to download and always stuck at
528,"error2 mulu aja ga jelas gua check in bermasalah scan barcode ""silahkan tunggu"" meskipun speed gua kenceng gua check out bermasalah gps meleset mulu, ga bisa check in mau check out ""sedang terjadi masalah"" ui juga gitu2 amat keamanan identitas dll juga kurang mau apa ini aplikasi?",,mulu aja tidak jelas gua check in bermasalah scan barcode silahkan tunggu meskipun speed gua kenceng gua check out bermasalah gps meleset mulu tidak bisa check in mau check out sedang terjadi masalah ui juga amat keamanan identitas dll juga kurang mau apa ini aplikasi
529,"3 star because sometime the apps just stuck on splash screen, thanks god finally the location permission has been fix",,star because sometime the apps just stuck on splash screen terimakasih god finally the location permission has been fix
530,setelah update data semua hilang. jarus dr awal lagi,,setelah update data semua hilang jarus dr awal lagi
531,apk kurang peka,,apk kurang peka
532,ok,,ok
533,please make it easy,,please make it easy
534,sertifikat tidak muncul,,sertifikat tidak muncul
535,"#1 top free apaan, terpaksa semua downloadnya",,top free apaan terpaksa semua downloadnya
536,kalo udah login beda hari ga di logout ga bisa login lagi,,kalo udah login beda hari tidak di logout tidak bisa login lagi
537,great app,,great app
538,kenapa sertifikat vaksin ke 2 saya tidak muncul,,kenapa sertifikat vaksin ke saya tidak muncul
539,"maaf, kenapa aplikasinya tidak bisa d buka ya??",,maaf kenapa aplikasinya tidak bisa d buka ya
540,"saat checkout dari tempat umum error force close, mohon dicek",,saat checkout dari tempat umum error force close mohon dicek
541,"nik di kartu vaksin dan ktp berbeda, sedangkan registrasi vaksin menggunakan copy ktp, jadi sekarang saya tidak bisa check in ke mall, padahal lokasi kerja saya termasuk area mall",,nik di kartu vaksin dan ktp berbeda sedangkan registrasi vaksin menggunakan copy ktp jadi sekarang saya tidak bisa check in ke mall padahal lokasi kerja saya termasuk area mall
542,sangat menolong dan mudah digunakan,,sangat menolong dan mudah digunakan
543,"otp code always delay.......well of course its always expired, dear. i already got my 2nd vaccine but the apps said no data!!!! your systems sucks!! wrote to the customer care never got reply. any solution perhaps????",,otp code always delay of course its always expired dear i already got my vaccine but the apps said no data your systems sucks wrote to the customer care never got reply any solution perhaps
544,"how come my son who ""has never been vaccinated"" gets first vaccine certificate for sinovac in peduli lindungi ? what kind of data security is this?? and now he can't list his pfizer vaccine because of this. i called call center several times and no body can give a meaningful answer and solution. trully a dissapointment. note: still have no response after several attempts.",,how come my son who has never been vaccinated gets first vaccine certificate for sinovac in peduli lindungi what kind of data security is this and now he ca list his pfizer vaccine because of this i called call center several times and no body can give a meaningful answer and solution trully a dissapointment note still have no response after several attempts
545,aplikasi tai anzing,,aplikasi tai anzing
546,"dakjal,haram,yg saranin wajib dibully,menuhinruangan",,dakjal haram yg saranin wajib dibully menuhinruangan
547,"versi yang terbaru ini sudah jauh lebih baik dari versi awal. beberapa perbaikan di homescreen, user profile, flow user menu dan pemisahan wni dgn wna. good job...",,versi yang terbaru ini sudah jauh lebih baik dari versi awal beberapa perbaikan di homescreen user profile flow user menu dan pemisahan wni dgn wna good job
548,tidak bisa login tampilan hanya diawal saja tidak bisa lanjut,,tidak bisa login tampilan hanya diawal saja tidak bisa lanjut
549,"terjadi kesalahan data terus menerus, tidak bisa membaca barcode saat masuk mall / lokasi lain",,terjadi kesalahan data terus menerus tidak bisa membaca barcode saat masuk mall lokasi lain
550,top,,top
551,"aplikasi pemaksaan,semua di wajibkan memakai bahkan sampai ke pelosok kampung,namun lambat sangat,... bahkan sampai tak bisa di akses .",,aplikasi pemaksaan semua di wajibkan memakai bahkan sampai ke pelosok kampung namun lambat sangat bahkan sampai tak bisa di akses
552,"worst app i ever use. forced close, lag, bug issues, so long to scan the barcode. what the hell this app!",,worst app i ever use forced close lag bug issues so long to scan the barcode what the hell this app
553,setiap mau scan lokasi masuk gagal terus,,setiap mau scan lokasi masuk gagal terus
554,useless hard regist and no response,,useless hard regist and no response
555,"ga bisa login karena layar kecil, ui nya ga uset friendly",,tidak bisa login karena layar kecil ui nya tidak uset friendly
556,tidak bisa d pakai d hp vivo,,tidak bisa d pakai d hp vivo
557,easier than before,,easier than before
558,oke mayan waupun ngerepotin,,oke mayan waupun ngerepotin
559,"this updated apps sucks, coz i cant scanned the barcode",,this updated apps sucks coz i cant scanned the barcode
560,"sering sekali error saat akan scan qr code di tempat umum dan lambat,",,sering sekali error saat akan scan qr code di tempat umum dan lambat
561,instal berkali kali tapi ttp aj ga bisa di buka di samsung galaxy a3 cuma daftar doank abis itu aplikasi has stopped :-(,,instal berkali kali tapi ttp aj tidak bisa di buka di samsung galaxy cuma daftar doank abis itu aplikasi has stopped
562,laman kebijakan privasi gak bisa discroll. sama sekali.,,laman kebijakan privasi tidak bisa discroll sama sekali
563,"berkali kali ganti gender, udah save, ttp aja muncul nya gak sesuai, lalu vehicle type otomatis car, kalau diganti jadi moda transportasi lain.. eh, malah ga bisa di next.. apa saya harus tulis car aja walau saya naik pesawat biar bs submit ehac? lalu gender saya jadi ga sesuai jg, hadeh",,berkali kali ganti gender udah save ttp aja muncul nya tidak sesuai lalu vehicle type otomatis car kalau diganti jadi moda transportasi eh malah tidak bisa di apa saya harus tulis car aja walau saya naik pesawat biar bs submit ehac lalu gender saya jadi tidak sesuai jg hadeh
564,"tampilannya lebih bagus yg versi sebelum nya , jadi nyesel update ke versi baru",,tampilannya lebih bagus yg versi sebelum nya jadi nyesel update ke versi baru
565,garbage app pls fix it its always bugging,,garbage app pls fix it its always bugging
566,"aplikasi ini merugikan, kesalahan pihak pemerintah yang tidak input data tapi masyarakat yang dirugikan tdk bs kemana2 krn datanya tdk ada di aplikasi ini, sy ke mall tdk dibolehkn msk alsnnya data tdk ada di aplikasi ini pdhal sy sdh vaksin&sertifikat sy tunjukkan.sdh berkali2 email ke pdli lin tp smpi skrg data ttp blm masuk..jd selama data sy tdk diinput oleh petugas maka selamanya sy tdk bs kemana2",,aplikasi ini merugikan kesalahan pihak pemerintah yang tidak input data tapi masyarakat yang dirugikan tdk bs krn datanya tdk ada di aplikasi ini sy ke mall tdk dibolehkn msk alsnnya data tdk ada di aplikasi ini pdhal sy sdh vaksin sertifikat sy email ke pdli lin tp smpi skrg data ttp belum selama data sy tdk diinput oleh petugas maka selamanya sy tdk bs
567,sampah,,sampah
568,"aplikasi yang perfect, sehingga membuat saya bisa mencaritahu zona tempat yang akan saya kunjungi apakah aman atau tidak. pedulilindungi juga menyediakan passport digital, sertifikat vaksin, dan registrasi vaksin. dan saya sangat merasa terbantu dengan aplikasi ini. request saya sudah ditangani untuk updatenya dan hasilnya lebih baik lagi, terimakasih pedulilindungi!",,aplikasi yang perfect sehingga membuat saya bisa mencaritahu zona tempat yang akan saya kunjungi apakah aman atau tidak pedulilindungi juga menyediakan passport digital sertifikat vaksin dan registrasi vaksin dan saya sangat merasa terbantu dengan aplikasi ini request saya sudah ditangani untuk updatenya dan hasilnya lebih baik lagi terimakasih pedulilindungi
569,"sering error waktu check-in, aplikasi crash kalau check-out. udah on/off location, restart hp, re-install aplikasi, ga ngaruh.",,sering error waktu aplikasi crash kalau udah location restart hp aplikasi tidak ngaruh
570,very slow in detect location,,very slow in detect location
571,"works well, but i can't see my vaccine certificate...it confirms that i already got vaccinated twice but i can't see the certificate...please fix this.",,works well but i ca see my vaccine certificate it confirms that i already got vaccinated twice but i ca see the certificate please fix this
572,"can't even see the ""i agree"" button",,ca even see the i setuju button
573,kok sertifikat vaksin saya tidak bisa saya lihat ? setelah input nik dan nama muncul tulisan sudah vaksin ke 2. tapi tidak bisa continue atau saat klik sertifikat vaksin langsung ke arah page kosong sertifikat vaksin dan tidak bisa di klik apapun lagi,,kok sertifikat vaksin saya tidak bisa saya lihat setelah input nik dan nama muncul tulisan sudah vaksin ke tapi tidak bisa continue atau saat klik sertifikat vaksin langsung ke arah page kosong sertifikat vaksin dan tidak bisa di klik apapun lagi
574,good,,good
575,setelah update terbaru malah tidak bisa dibuka sama sekali.. after new update..this application can't opened.. fix it.. noted : nggak semua orang memiliki kemampuan financial untuk membeli handphone demi mengejar android terbaru agar aplikasi ini bisa digunakan..bukankah ini untuk kepentingan semua..tapi dipersulit oleh android yg lebih tinggi..please lah..,,setelah update terbaru malah tidak bisa dibuka sama after new application ca fix noted tidak semua orang memiliki kemampuan financial untuk membeli handphone demi mengejar android terbaru agar aplikasi ini bisa ini untuk kepentingan dipersulit oleh android yg lebih
576,sangat tidak memuaskan,,sangat tidak memuaskan
577,"error tross, gua mau masuk mall gimana???",,error tross gua mau masuk mall gimana
578,fitur kurang lengkap. seharusnya ada fitur utk menghapus akun apabila ada akun yg dobel. dan app bisa digunakan utk 1 keluarga sehingga tidak perlu tiap anggota keluarga scan sendiri2.,,fitur kurang lengkap seharusnya ada fitur utk menghapus akun apabila ada akun yg dobel dan app bisa digunakan utk keluarga sehingga tidak perlu tiap anggota keluarga scan
