comment,processed,baku_cleared,label_manual
tampil regristasi vaksin bisa regristasi vaksin keluarga istri anak bisa daftar ya untuk dapat vaksin,tampil regristasi vaksin bisa regristasi vaksin keluarga istri anak bisa daftar ya dapat vaksin,tampil vaksin bisa vaksin keluarga istri anak bisa daftar vaksin,0
aplkasi mantaf masq pandemi,aplkasi mantaf masq pandemi,pandemi,0
aplikasi mantap tanya ya daftar vaksin sdh dpt tiket lokasi faskes vaksin yg laku ya,aplikasi mantap ya daftar vaksin sdh dpt tiket lokasi faskes vaksin laku ya,aplikasi mantap daftar vaksin tiket lokasi vaksin laku,0
istimewa,istimewa,istimewa,1
bantu,bantu,bantu,1
manfaat guna,manfaat guna,manfaat guna,1
mantab aman dach,mantab aman dach,aman,1
baik tau daerah zona merah,baik tau daerah zona merah,baik tau daerah zona merah,1
manfaat,manfaat,manfaat,1
sertifikat vaksin belum,sertifikat vaksin,sertifikat vaksin,-1
mantap,mantap,mantap,1
oke,oke,oke,1
bagus,bagus,bagus,1
manfaat,manfaat,manfaat,1
bantu,bantu,bantu,1
oke bantu,oke bantu,oke bantu,1
bantu,bantu,bantu,1
keren,keren,keren,1
manfaat bantu utk kita ada zona aman zona merah,manfaat bantu utk ada zona aman zona merah,manfaat bantu zona aman zona merah,1
mantap,mantap,mantap,1
bagus,bagus,bagus,1
moga indonesia bisa baik,moga indonesia bisa baik,moga indonesia bisa baik,1
alhamdulillah puji gusti punya applikasi bisa bangga,alhamdulillah puji gusti applikasi bisa bangga,alhamdulillah puji gusti bisa bangga,1
bantu,bantu,bantu,1
bagus sangat manfaat,bagus manfaat,bagus manfaat,1
telah baharu aplk tidak bisa,baharu aplk tidak bisa,baharu tidak bisa,1
bagus,bagus,bagus,1
baik,baik,baik,1
bantu info vaksin covid,bantu info vaksin covid,bantu info vaksin,1
oke,oke,oke,1
oke,oke,oke,1
bagus,bagus,bagus,1
cara hapus sertifikat vaksin mungkin vaksin salah input nomer telpon pake nomer telpon di akun jadi sangat mangganggu,hapus sertifikat vaksin vaksin salah input nomer telpon pake nomer telpon akun sangat mangganggu,hapus sertifikat vaksin vaksin salah telpon telpon akun,0
oke bagus nice,oke bagus nice,oke bagus,1
oke,oke,oke,1
sy sdh sertifikat ko tidak muncul ya,sy sdh sertifikat ko tidak muncul ya,sertifikat tidak muncul,-1
bantu,bantu,bantu,1
kerja baik,kerja baik,kerja baik,1
terimakasih kasih aplikasi nya,terimakasih kasih aplikasi nya,kasih aplikasi,1
bisa msuk,bisa msuk,bisa,1
mantap,mantap,mantap,1
bagus,bagus,bagus,1
oke banget,oke banget,oke banget,1
vaksin x,vaksin x,vaksin,0
bagus,bagus,bagus,1
baik,baik,baik,1
aplikasi lumayan lertama kali menit lngsung hasil,aplikasi lumayan lertama kali menit lngsung hasil,aplikasi lumayan kali menit hasil,1
baik,baik,baik,1
aplikasi bagus cegah interaksi sebar covid,aplikasi bagus cegah interaksi sebar covid,aplikasi bagus cegah interaksi sebar,1
penting semu,semu,semu,1
bagus,bagus,bagus,1
moga manfaat mari dukung,moga manfaat mari dukung,moga manfaat mari dukung,1
baik deteksi area yg papar,baik deteksi area papar,baik deteksi area papar,1
bagus,bagus,bagus,1
alhamdulillah moga semua lindung segala sakit salam sehat aamiin,alhamdulillah moga lindung sakit salam sehat aamiin,alhamdulillah moga lindung sakit salam sehat,1
manfaat u cek sertifikat terimakasih,manfaat u cek sertifikat terimakasih,manfaat cek sertifikat,1
bantu,bantu,bantu,1
goodjob bantu,goodjob bantu,bantu,1
kalau bisa peta meping zona merah biar bisa yg masuk zona merah terimakasih,bisa peta meping zona merah biar bisa masuk zona merah terimakasih,bisa peta zona merah biar bisa masuk zona merah,0
presisi,presisi,presisi,1
bagus lgs bisa cek vaksin,bagus lgs bisa cek vaksin,bagus bisa cek vaksin,1
moga manfaat,moga manfaat,moga manfaat,1
bantu,bantu,bantu,1
penting pergi,pergi,pergi,1
maaf kalau selalu terang tidak komeksi internet signal ok mohon bantu,maaf selalu terang tidak komeksi internet signal ok mohon bantu,maaf terang tidak ok mohon bantu,-1
bagus dan bantu,bagus bantu,bagus bantu,1
aplikasi dapat bantu sadar masyarakat perlu untung,aplikasi bantu sadar masyarakat untung,aplikasi bantu sadar masyarakat untung,1
oke,oke,oke,1
bagus,bagus,bagus,1
tes coba,tes coba,tes coba,1
bantu yuk saling peduli lindung bumi moga sehat,bantu yuk peduli lindung bumi moga sehat,bantu yuk peduli lindung bumi moga sehat,1
aplikasi fungsi baik guna sangat ramah,aplikasi fungsi baik guna ramah,aplikasi fungsi baik guna ramah,1
bantu,bantu,bantu,1
ok bantu banget,ok bantu banget,bantu banget,1
simple tidak ribet kertas kluarin kartu tunjukin,simple tidak ribet kertas kluarin kartu tunjukin,tidak kertas kartu,1
kerja,kerja,kerja,1
bagus,bagus,bagus,1
mantap,mantap,mantap,1
udah vaksin,udah vaksin,vaksin,1
bagus,bagus,bagus,1
mantap,mantap,mantap,1
bagus,bagus,bagus,1
manfaat,manfaat,manfaat,1
manfaat,manfaat,manfaat,1
bantu,bantu,bantu,1
bagus mudah guna,bagus mudah guna,bagus mudah guna,1
oke,oke,oke,1
bagus,bagus,bagus,1
oke,oke,oke,1
oke mantap,oke mantap,oke mantap,1
bantu,bantu,bantu,1
oke,oke,oke,1
moga manfaat manusia,moga manfaat manusia,moga manfaat manusia,1
minta tolong ada kendala sertipikat vaksin belum bantu,tolong kendala sertipikat vaksin bantu,tolong kendala vaksin bantu,-1
bantu kita ke luar kota naik pesawat,bantu ke luar kota pesawat,bantu luar kota pesawat,1
apk sangat bagus,apk bagus,bagus,1
aplikasi yg bantu,aplikasi bantu,aplikasi bantu,1
bantu,bantu,bantu,1
lebih baik jangan kalah app yg tidak yg di playstore,baik kalah app tidak di playstore,baik kalah tidak di,0
akses vaksin tidak padahal data masuk sudah du vaksin,akses vaksin tidak data masuk du vaksin,akses vaksin tidak data masuk vaksin,-1
suka aplikasi,suka aplikasi,suka aplikasi,1
bantu,bantu,bantu,1
ok dukung,ok dukung,dukung,1
usaha bagus,usaha bagus,usaha bagus,1
oke mantap,oke mantap,oke mantap,1
terimakasih kasih ya,terimakasih kasih ya,kasih,1
baik,baik,baik,1
bantu dan aplikasi sangat mudah guna,bantu aplikasi mudah guna,bantu aplikasi mudah guna,1
manfaat,manfaat,manfaat,1
bagus,bagus,bagus,1
tidak bisa buka sertifikat vaksin,tidak bisa buka sertifikat vaksin,tidak bisa buka sertifikat vaksin,-1
bantu,bantu,bantu,1
bagus bantu,bagus bantu,bagus bantu,1
bagus,bagus,bagus,1
bagus,bagus,bagus,1
manfaat,manfaat,manfaat,1
sy sdh vaksin x tp card nya nya tidak muncul tolong sy cetak kartu nya terimakasih kasih,sy sdh vaksin x tp card nya nya tidak muncul tolong sy cetak kartu nya terimakasih kasih,vaksin tidak muncul tolong cetak kartu terimakasih kasih,-1
tgl sudah vaksin ko tidak sms masuk jadwal vaksin di aplikasi sertifikat nya di bantu,tgl vaksin ko tidak sms masuk jadwal vaksin aplikasi sertifikat nya bantu,vaksin tidak masuk jadwal vaksin aplikasi sertifikat bantu,-1
simple praktis,simple praktis,praktis,1
bagus dn bantu,bagus dn bantu,bagus bantu,1
bagus,bagus,bagus,1
bagus,bagus,bagus,1
mudah lihat,mudah lihat,mudah lihat,1
bermangfaat ini aplikasi nya peduli lindungu,bermangfaat aplikasi nya peduli lindungu,aplikasi peduli,1
puas,puas,puas,1
bagus,bagus,bagus,1
deteksi mall bagus,deteksi mall bagus,deteksi bagus,1
bagus,bagus,bagus,1
ikhtiar moga maksimal tawakal,ikhtiar moga maksimal tawakal,ikhtiar moga maksimal tawakal,0
terimakasih kasih,terimakasih kasih,kasih,1
bantu,bantu,bantu,1
terimakasih dgn pedulilindungi ini bisa waspada,terimakasih dgn pedulilindungi bisa waspada,ini bisa waspada,1
telah update tidak bisa lihat sertifukat vaksin nya,update tidak bisa lihat sertifukat vaksin nya,tidak bisa lihat vaksin,-1
oke,oke,oke,1
pedulilindungi efektif memberika informasi berita daerah warna zonasi pedulilindungi filter bagi yg di vaksin dapat akses dapat leluasa beraktifitas akan sebar covid,pedulilindungi efektif memberika informasi berita daerah warna zonasi pedulilindungi filter yang vaksin akses leluasa beraktifitas sebar covid,efektif informasi berita daerah warna zonasi filter vaksin akses leluasa sebar,1
mantap,mantap,mantap,1
masuk kondisional,masuk kondisional,masuk,0
tidak bisa buka,tidak bisa buka,tidak bisa buka,-1
mantap,mantap,mantap,1
bantu,bantu,bantu,1
puas,puas,puas,1
mantap,mantap,mantap,1
mantap,mantap,mantap,1
indonesia,indonesia,indonesia,0
mudah guna,mudah guna,mudah guna,1
bantu memgetahui situasi,bantu memgetahui situasi,bantu situasi,1
bagus bantu,bagus bantu,bagus bantu,1
bantu,bantu,bantu,1
baru download aplikasi ketika login pemberitahuan sesi telah habis mohon login ulang mohon baik saya susah masuk tempat kalau tidak dapat login aplikasi pedulilindung,download aplikasi login pemberitahuan sesi habis mohon login ulang mohon baik susah masuk kalau tidak login aplikasi pedulilindung,aplikasi sesi habis mohon ulang mohon baik susah masuk tidak aplikasi,-1
masuk kali bahkan menit kode terima dari orang kumpul lobi tidak bisa masuk terimakasih kasih buat buang menit mungkin dari kami baik baik ini,masuk kali menit kode terima orang kumpul lobi tidak bisa masuk terimakasih kasih buang menit dari baik baik,masuk kali menit kode terima orang kumpul lobi tidak bisa masuk kasih buang menit baik baik,-1
aplikasi aneh butuh ke logout pas login otpnya banget nyampe menit keluar pas diinput tidak valid kalo tau aplikasi tolong prioritas maintenance nya wajib pake apps tapi appsnya jelek apps anggar negara kayak gin payah,aplikasi aneh butuh logout pas login otpnya banget nyampe menit pas diinput tidak valid kalo tau aplikasi tolong prioritas maintenance nya wajib pake apps appsnya jelek apps anggar negara kayak gin payah,aplikasi aneh butuh pas banget menit pas tidak valid kalo tau aplikasi tolong prioritas wajib jelek anggar negara kayak gin payah,-1
tiap update log in sekarang log in pakai tidak masuk gimana dah ya,update log in log in pakai tidak masuk gimana dah ya,log log pakai tidak masuk dah,-1
error yah kak session abis paksa login ulang otp kirim session nyangkut kali paksa tunggu jam,error yah kak session abis paksa login ulang otp kirim session nyangkut kali paksa tunggu jam,kak abis paksa ulang kirim kali paksa tunggu jam,-1
gimana si guna angkut verify otp fail pas coba malah suruh coba jam gimana sedang semua halte suruh scan barcode,gimana si guna angkut verify otp fail pas coba suruh coba jam gimana semua halte suruh scan barcode,guna angkut fail pas coba suruh coba jam halte suruh,-1
salah,salah,salah,-1
alam buruk otp tidak kirim kali akhir terima tetapi waktu sesi coba masuk lagi larang jam freakines sakit guna magang kembang aplikasi anda perintah serakah,alam buruk otp tidak kirim kali terima waktu sesi coba masuk larang jam freakines sakit guna magang kembang aplikasi perintah serakah,alam buruk tidak kirim kali terima sesi coba masuk larang jam sakit guna magang kembang aplikasi perintah serakah,-1
main unduh tidak tidak tidak bisa login aplikasi ambil oleout,main unduh tidak tidak tidak bisa login aplikasi ambil oleout,main unduh tidak tidak tidak bisa aplikasi ambil,-1
diksh menit masa laku sms otpnya pas log in ulang abis update versi aplikasi tapi smsnya nyampe lbh dr menit coba bahkan tidak sms otp please deh ngeselin ampe skrg bisa log in lg,diksh menit laku sms otpnya pas log in ulang abis update versi aplikasi smsnya nyampe lbh dr menit coba tidak sms otp please deh ngeselin ampe skrg bisa log in lg,menit laku pas log ulang abis versi aplikasi lbh menit coba tidak deh ampe bisa log,-1
bandara app nya tidak bisa pakai ken kasar coba ulang kali kunci,bandara app nya tidak bisa pakai ken kasar coba ulang kali kunci,bandara tidak bisa pakai ken kasar coba ulang kali kunci,-1
update app nya susah akses tibatiba logout verifikasi ulang sekali,update app nya susah akses tibatiba logout verifikasi ulang,susah akses verifikasi ulang,-1
versi udah oke nyesel diupdate jd susah login abis login sesi udh abis verifikasi nomor sama parah banget lagnya turun kualitas banget tidak bisa masuk aplikasi tidak pakai aplikasi,versi udah oke nyesel diupdate jd susah login abis login sesi udh abis verifikasi nomor parah banget lagnya turun kualitas banget tidak bisa masuk aplikasi tidak pakai aplikasi,versi oke susah abis sesi abis verifikasi nomor parah banget turun kualitas banget tidak bisa masuk aplikasi tidak pakai aplikasi,-1
punya log out minta kode otp tidak kirim mana ngantri halte,log out kode otp tidak kirim ngantri halte,log kode tidak kirim halte,-1
diupdate tidak bisa guna aplikasi diinstall ulang saja stak form tuju syarat tentu cepat baik sampai tunggu hari akan ubah bintang sudah normal terimakasih,diupdate tidak bisa guna aplikasi diinstall ulang stak form tuju syarat cepat baik tunggu akan ubah bintang normal terimakasih,tidak bisa guna aplikasi ulang tuju syarat cepat baik tunggu ubah bintang normal,-1
tidak bisa login sudah isi kode otp sesuai sms request tidak masuk jam lalu mohon segera baik ini untuk pergi guna ecek hasil tes,tidak bisa login isi kode otp sesuai sms request tidak masuk jam mohon baik untuk pergi guna ecek hasil tes,tidak bisa isi kode sesuai tidak masuk jam mohon baik pergi guna ecek hasil tes,-1
update bagus tp songong banget sih bapak gua gitu malah tidak bisa log in kalo niat bikin aplikasi tuh yg benerr bikin susah warga aja aplagi yg krja di pabrik hari scan trus gimana ni anjirr anjir nyesel gua update anjiirrr benerin dah tuh aplikasi bikin resah doang gemees gue benerin yg bener,update bagus tp songong banget sih gua gitu tidak bisa log in kalo niat bikin aplikasi tuh benerr bikin susah warga aja aplagi krja pabrik scan trus gimana ni anjirr anjir nyesel gua update anjiirrr benerin dah tuh aplikasi bikin resah doang gemees gue benerin bener,bagus songong banget sih gua tidak bisa log kalo niat bikin aplikasi bikin susah warga aja di pabrik gimana anjir gua dah aplikasi bikin resah doang gue,-1
updatenya bikin login susah kode otp bgt kirim,updatenya bikin login susah kode otp bgt kirim,bikin susah kode kirim,-1
aplikasi gagal qc harus mudah sulit usernya which tidak orang punya smartphone compitable aplikasi jadi aplikasi wajib mostly common place jujur aplikasi baik tuju baik tapi masalah development nya masih banyak baik upgrade moga developer bisa baik cacat thankyou,aplikasi gagal qc mudah sulit usernya which tidak orang smartphone compitable aplikasi aplikasi wajib mostly common place jujur aplikasi baik tuju baik masalah development nya banyak baik upgrade moga developer bisa baik cacat thankyou,aplikasi gagal mudah sulit tidak orang aplikasi aplikasi wajib jujur aplikasi baik tuju baik nya baik moga developer bisa baik cacat,-1
server dibenarin ngurus masak anak magang melulu kelas app guna nasional kog kaya sampah logout login susah bener otp tidak bilang salahin sinyal user lancar server tuh malu malu cs kaga yang kalau tidak robot ya anak payah,server dibenarin ngurus masak anak magang melulu kelas app guna nasional kog kaya sampah logout login susah bener otp tidak bilang salahin sinyal user lancar server tuh malu malu cs kaga kalau tidak robot ya anak payah,masak anak magang melulu kelas guna nasional kaya sampah susah tidak bilang sinyal lancar malu malu kalau tidak robot anak payah,-1
parah aplikasi error jangan diwajibin pakai aplikasi kalau aplikasi nya masih butut susah org,parah aplikasi error diwajibin pakai aplikasi aplikasi nya butut susah org,parah aplikasi pakai aplikasi aplikasi butut susah,-1
logout tidak bisa login,logout tidak bisa login,tidak bisa,-1
aplikasi bagus bantu saring orang sudah vaksin,aplikasi bagus bantu saring orang vaksin,aplikasi bagus bantu saring orang vaksin,1
