comment,processed,label_manual
aplikasi buruk sudah coba konfirmasi saya vaksinasi aplikasi terus saya konfirmasi,operasi_aplikasi rusak_buruk_kasar_busuk_negatif_jelek_cacat kalau_coba_jika validasi_verifikasi_konfirmasi vaksinasi operasi_aplikasi saya_kami validasi_verifikasi_konfirmasi,-1
susah,berat_repot_sulit_payah_susah,-1
tidak unduh sertifikat vaksin ketika laku periksa kartu id status valid absurd bodoh guna standar nasional harap dan basis data anda dan buat ui lebih baik tidak otp dan dengan login lansia tidak paham,tak_tidak_kagak unduh surat_sertifikat vaksin laku cek_periksa_kontrol kartu_tiket_surat id nama_status_kualitas_situasi_posisi_kelas terang_jadi_kuat_valid absurd bodoh_tolol_idiot_bingung manfaat_guna_bagi_fungsi_untuk_buat standar_alam nasional_lokal mohon_minta_harap dasar_alas_basis data_statistik_informasi_fakta_bukti ui ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak tak_tidak_kagak otp lalu_dan_dengan_lagi dan_dengan_sama_via_plus_oleh_karena_pada login lansia tak_tidak_kagak kompeten_paham_sadar_pintar_maklum,-1
tidak bisa operasi,tak_tidak_kagak bisa_sanggup_dapat aplikasi_proses_operasi_kerja_aktivitas,-1
anjing baik,anjing ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,0
useless perbaikin bugnya tidak bisa daftar gajelas,useless perbaikin bugnya tak_tidak_kagak bisa_sanggup_dapat jadwal_register_daftar gajelas,-1
kerja sementara tetapi selalu merah tidak vaksinasi tetapi bawah status vac?ne dua sertifikat,operasi_fungsi_kerja_aktivitas merah tak_tidak_kagak vaksinasi tetapi dasar_bawah_kecil nama_status_kualitas_situasi_posisi_kelas vac ne surat_sertifikat,0
tidak bisa download sertifikat,tak_tidak_kagak bisa_sanggup_dapat download surat_sertifikat,-1
kali ingin check out tempat keluar aplikasi ketika kembali aplikasi tidak check out tempat saya nyala lokasi ot bahwa sesuatu salah lokasi dan juga kode otp kirim pesan selalu lambat,waktu_saat_ketika_kali check out pergi_timbul_muncul_keluar operasi_aplikasi kembali_pulang_ulang operasi_aplikasi tak_tidak_kagak check out saya_kami nyala_hidup posisi_lokasi_tempat ot sesuatu meleset_cacat_salah_lupa posisi_lokasi_tempat saja_lagi_lumayan_pun_juga kode_tanda_etik otp kirim pesan_perintah_surat payah_lama_lambat_lelet_idiot,-1
tolong guna padan bahasa indonesia istilah asing scan pindai home beranda diary hari qr code kode qr terimakasih kasih guna riwayat history,tolong_bantu manfaat_guna_bagi_fungsi_untuk_buat batas_janji_padan kode_cara_bahasa indonesia nama_istilah_kata asing_lain_aneh_luar_jauh scan pindai home beranda_halaman diary qr code kode_tanda_etik qr terimakasih bagi_cinta_sayang_beri_kasih_prihatin manfaat_guna_bagi_fungsi_untuk_buat sejarah_berita_riwayat history,0
otp otp otp otp otp otp,otp otp otp otp otp otp,0
tidak bisa masuk tanggal lahir,tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai tanggal_bulan_hari lahir_keluar_timbul_jadi_muncul,-1
user experience nyaman,user experience nikmat_segar_aman_sehat_enak_fit_nyaman,-1
oke,oke_ya,-1
tidak bisa scroll bawah klik tuju buat daftar baik bug nya,tak_tidak_kagak bisa_sanggup_dapat scroll klik tuju jadwal_register_daftar ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak bug nya,-1
maaf beri bintang krn saya scroll bawah tuju syarat bijak tidak bis stagnan situ mohon solusi bila sya buka aplikasi peduli lindung minta ulang status wn cape dehhh,maaf_ampun bintang saya_kami scroll tuju term_syarat_kondisi pintar_bijak tak_tidak_kagak bis mati_stagnan situ harap_minta_mohon solusi sya buka_aktif operasi_aplikasi tahu_peduli lindung kembali_ulang nama_status_kualitas_situasi_posisi_kelas wn cape dehhh,-1
perlu aktif lokasi guna respons otp lama,sibuk_dinamis_giat_rajin_aktif posisi_lokasi_tempat manfaat_guna_bagi_fungsi_untuk_buat respons otp kedaluwarsa_periode_tempo_lama_lambat_lelet,-1
bad adalah bbrp kendala suka check out baru check in check out mau check in tp gagal krn titik lokasi tidak lokasi lokasi diupdate tolong baik ya,bad bbrp kendala mau_puas_suka check out aktual_mutakhir_baru_segar check in check out check in tp gagal_rusak_kalah titik posisi_lokasi_tempat tak_tidak_kagak posisi_lokasi_tempat posisi_lokasi_tempat diupdate tolong_bantu ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak sungguh_betul_ya_iya_oke,-1
eh tolong hasil downloadan sertifikat vaksin direct keman ya kasih tau harus nyari ngecekin folder,eh tolong_bantu hasil downloadan surat_sertifikat vaksin direct keman sungguh_betul_ya_iya_oke bagi_cinta_sayang_beri_kasih_prihatin tau nyari ngecekin folder_map,-1
error running app bikin data boros permission nya bikin data bocor,error running app bikin data_statistik_informasi_fakta_bukti boros permission nya bikin data_statistik_informasi_fakta_bukti bocor,-1
tidak kerja,tak_tidak_kagak operasi_fungsi_kerja_aktivitas,-1
kontak email tidak fungsi sertifikat vaksin hanya data sudah selesai vaksin bulan lalu,kontak email tak_tidak_kagak tugas_fungsi_manfaat_guna surat_sertifikat vaksin data_statistik_informasi_fakta_bukti khatam_habis_putus_sempurna_stop_selesai_lalu_pecah_jadi_lengkap vaksin habis_selesai_tinggal_lalu,-1
logout paksa gagal scan qr pesan sesi habis mau login tidak bisa mentok layar tuju guna user agreement centang tuju tp tidak ubah tombol next pindah laman juga tidak kalau app emg belum stabil tidak bilang sudah update sudah update yg baru benerin tidak banyak cingcong wajib make tp tidak bener,logout paksa gagal_rusak_kalah scan qr pesan_perintah_surat sesi_tahap rugi_beres_khatam_habis_putus_kosong_hilang_selesai_lenyap login tak_tidak_kagak bisa_sanggup_dapat maksimal_mentok layar tuju manfaat_guna_bagi_fungsi_untuk_buat user agreement centang tuju tp tak_tidak_kagak pindai_ubah_ganti_pindah tombol next pindah laman tak_tidak_kagak app emg kuat_mantap_tetap_normal_sehat_stabil tak_tidak_kagak bilang_beberapa update update aktual_mutakhir_baru_segar benerin tak_tidak_kagak cingcong tentu_wajib_mesti_tetap_harus_perlu make tp tak_tidak_kagak bener,-1
update aplikasi malah tidak bisa akses aplikasi sekali anggap daftar terang salah sila coba bagaimana solusi update nov wib coba daftar ulang gagal mohon baik karena menganggu saya update nov wib aplikasi sudah bisa guna baik terimakasih kasih,update operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat akses operasi_aplikasi anggap_tanggap_rasa_kira jadwal_register_daftar nyata_jelas_terang_valid meleset_cacat_salah_lupa ayo_mari_sila_etik kalau_coba_jika solusi update nov wib kalau_coba_jika jadwal_register_daftar kembali_ulang gagal_rusak_kalah harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak menganggu update nov wib operasi_aplikasi bisa_sanggup_dapat manfaat_guna_bagi_fungsi_untuk_buat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak terimakasih bagi_cinta_sayang_beri_kasih_prihatin,-1
notifikasi hilang udah ulang kali restart tetep tidak muncul check in tidak bisa bilang tidak radius posisi dan barcodenya mas deketan masih bisa scan tidak bisa scan barcode hmmm,notifikasi_informasi rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap udah kembali_ulang waktu_saat_ketika_kali restart tetep tak_tidak_kagak lahir_terbit_keluar_hidup_timbul_muncul check in tak_tidak_kagak bisa_sanggup_dapat bilang_beberapa tak_tidak_kagak radius situasi_lokasi_status_tempat_kondisi_posisi_kelas barcodenya mas_uda deketan bisa_sanggup_dapat scan tak_tidak_kagak bisa_sanggup_dapat scan barcode hmmm,-1
sering error nya pada fungsi,error nya tugas_fungsi_manfaat_guna,0
payah bgt aplikasi dipake scan location tidak terus sinyal bagus location hp udh bener mesti ulang kali saya pagi kalo check in kantor baru tidak ini aplikasi,berat_parah_sulit_payah_serius_lelah_lambat_susah_sangat_keras bgt operasi_aplikasi dipake scan location tak_tidak_kagak sinyal_tanda_alamat baik_bagus_keren location hp udh bener tentu_wajar_mesti_tetap_harus_perlu kembali_ulang waktu_saat_ketika_kali cepat_pagi kalo check in kantor_gedung aktual_mutakhir_baru_segar tak_tidak_kagak operasi_aplikasi,-1
henti fortunetly,jeda_henti fortunetly,-1
tolong tingkat itu scan qr tengah mati scan kode tulis radius tiap saya via qr,tolong_bantu tingkat scan qr lenyap_hilang_mati scan kode_tanda_etik tulis_catat radius saya_kami via_dengan qr,-1
tb logout sndri aplikasi babi,tb logout sndri operasi_aplikasi babi,-1
download ingin daftar tidak bisa muncul salah coba telah coba tidak bisa harus gimanaaa,download jadwal_register_daftar tak_tidak_kagak bisa_sanggup_dapat lahir_terbit_keluar_hidup_timbul_muncul meleset_cacat_salah_lupa kalau_coba_jika kalau_coba_jika tak_tidak_kagak bisa_sanggup_dapat gimanaaa,-1
aplikasi tidak bisa guna scan barcode kuota tapi tidak bisa check in cek bukti vaksin minta isi nik data isi lengkap isi ulang malah notif salah padahal data nik yg masuk lengkap,operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat manfaat_guna_bagi_fungsi_untuk_buat scan barcode kuota tak_tidak_kagak bisa_sanggup_dapat check in cek data_tanda_informasi_fakta_bukti vaksin daya_isi nik data_statistik_informasi_fakta_bukti daya_isi penuh_sempurna_besar_lengkap daya_isi kembali_ulang notif meleset_cacat_salah_lupa data_statistik_informasi_fakta_bukti nik masuk_kena_turun_sampai penuh_sempurna_besar_lengkap,-1
udah akun selalu masuk login sudah pakai email yg daftar tidak bisa login,udah akun masuk_kena_turun_sampai login pakai email jadwal_register_daftar tak_tidak_kagak bisa_sanggup_dapat login,-1
ca even login to this app keep saying salah silah coba,ca even login to this app keep saying meleset_cacat_salah_lupa silah kalau_coba_jika,-1
salah waktu coba masuk usaha pindai barcode selalu pemberitahuan habis radius istana posisi benar google map dan tidak buka aplikasi jadi saya uninstalasi dan putar ulang di ponsel saya tetapi saya tidak bisa verifikasi email email saya begitu banyak yang coba dan gagal baik,meleset_cacat_salah_lupa kalau_coba_jika masuk_kena_turun_sampai cara_daya_jalan_usaha_upaya_bisnis_ikhtiar pindai barcode pemberitahuan rugi_beres_khatam_habis_putus_kosong_hilang_selesai_lenyap radius istana situasi_lokasi_status_tempat_kondisi_posisi_kelas google map tak_tidak_kagak buka_aktif operasi_aplikasi uninstalasi putar_pusing kembali_ulang ponsel tetapi tak_tidak_kagak bisa_sanggup_dapat tes_validasi_verifikasi_konfirmasi email email saya_kami begitu yang kalau_coba_jika gagal_rusak_kalah ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
beban aplikasi adalah lambat,beban operasi_aplikasi payah_lama_lambat_lelet_idiot,-1
tidak masuk ubah perangkat,tak_tidak_kagak masuk_kena_turun_sampai pindai_ubah_ganti_pindah perangkat_set_pasang,-1
aplikasi bagus sih tp ya suka error,operasi_aplikasi baik_bagus_keren sih_si tp sungguh_betul_ya_iya_oke mau_puas_suka error,0
apps buruk baik hapus aja google waktu orang apps gagal apps loading forever org emosi,apps rusak_buruk_kasar_busuk_negatif_jelek_cacat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak lenyap_hapus_hilang aja google bangsa_orang_manusia apps gagal_rusak_kalah apps loading forever org emosi,-1
tidak daftar coba daftar pesan salah bahasa indonesia muncul orang asing coba terbang indonesia saya harus guna aplikasi keri orang indonesia laku baik kerja baik,tak_tidak_kagak jadwal_register_daftar kalau_coba_jika jadwal_register_daftar pesan_perintah_surat meleset_cacat_salah_lupa kode_cara_bahasa indonesia lahir_terbit_keluar_hidup_timbul_muncul bangsa_orang_manusia asing_lain_aneh_luar_jauh kalau_coba_jika terbang indonesia wajar_wajib_mesti_harus_perlu manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi keri bangsa_orang_manusia indonesia laku ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak operasi_fungsi_kerja_aktivitas ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
tidak regist aplikasi tidak guna aplikasi kata telah otp kali fakta saya tidak pergi halaman otp lol,tak_tidak_kagak regist operasi_aplikasi tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat operasi_aplikasi sudah_telah otp waktu_saat_ketika_kali data_tanda_informasi_fakta_bukti tak_tidak_kagak berangkat_pergi_hilang halaman_laman otp lol,-1
aplikasi suka tidak bisa akses saat servernya diupgrade,operasi_aplikasi mau_puas_suka tak_tidak_kagak bisa_sanggup_dapat akses servernya diupgrade,-1
telah tidak bisa dipake,tak_tidak_kagak bisa_sanggup_dapat dipake,-1
update tidak bisa pakai launching update tidak test kali ya,update tak_tidak_kagak bisa_sanggup_dapat pakai launching update tak_tidak_kagak test waktu_saat_ketika_kali sungguh_betul_ya_iya_oke,-1
log out waktu log in ulang tidak daftar,log out log in kembali_ulang tak_tidak_kagak jadwal_register_daftar,-1
halo kemenkes sy ide apps buat kompetisi jalan sehat hadiah indonesia yg bisa tracking langkah jumlah biar sehat juga imun terimakasih ya,halo kemenkes sy ide apps kompetisi jalan sehat_enak_fit_segar hadiah indonesia bisa_sanggup_dapat tracking langkah_tindak_jalan_tahap biar sehat_enak_fit_segar imun_kebal terimakasih sungguh_betul_ya_iya_oke,0
aplikasi idiot banyak bug saya tidak guna baik,operasi_aplikasi lambat_idiot bug tak_tidak_kagak manfaat_guna_bagi_fungsi_untuk_buat ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
aplikasi tidak bisa masuk menu itu sendiri harap baik,operasi_aplikasi tak_tidak_kagak bisa_sanggup_dapat masuk_kena_turun_sampai menu sendiri mohon_minta_harap ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,-1
error bgst,error bgst,-1
aplikasi tidak ubah update bener error mulu,operasi_aplikasi tak_tidak_kagak pindai_ubah_ganti_pindah update bener error mulu,-1
gile lu ndro kaga nge scan apps buang buang gw ajh gate udh restart hp kaga mempan,gile lu ndro kaga nge scan apps buang buang gw ajh gate udh restart hp kaga dapat_mempan,-1
update jadi lol lot lebih baik lama mohon baik,update lol lot ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak kedaluwarsa_periode_tempo_lama_lambat_lelet harap_minta_mohon ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak,0
aplikasi error,operasi_aplikasi error,-1
mau implementasi transjakarta mohon relook ya kerja app nya bisa cepat sering banget tinggal busway check in dlu tj checkin gagal karna app dan qr nya jg tidak bisa scan,implementasi_aplikasi transjakarta harap_minta_mohon relook sungguh_betul_ya_iya_oke operasi_fungsi_kerja_aktivitas app nya bisa_sanggup_dapat kunjung_cepat_lekas_segera sungguh_betul_sekali_banget_begitu_sangat masih_tinggal busway check in dlu tj checkin gagal_rusak_kalah app qr nya jg tak_tidak_kagak bisa_sanggup_dapat scan,-1
susah,berat_repot_sulit_payah_susah,-1
diupdate lama connect servernya,diupdate kedaluwarsa_periode_tempo_lama_lambat_lelet connect servernya,-1
informasi yg input bisa ubah ya app sangat tidak bisa andal verifikasi nama nik perempuan eh summary tidak itu opsi airplane detail sudah isi lengkap car jam terbang jg ubah saya coba edit tidak wtf gmn bener tracking covid aplikasi yg pakai aja tidak banyak korupsi anggar aplikasi sampah aja,fakta_berita_informasi_data input bisa_sanggup_dapat pindai_ubah_ganti_pindah sungguh_betul_ya_iya_oke app tak_tidak_kagak bisa_sanggup_dapat andal_patuh_bijak_jujur tes_validasi_verifikasi_konfirmasi identitas_nama_kata_tanda_status nik perempuan_istri eh summary tak_tidak_kagak alternatif_opsi airplane detail daya_isi penuh_sempurna_besar_lengkap car tanda_jam terbang jg pindai_ubah_ganti_pindah kalau_coba_jika edit tak_tidak_kagak wtf gmn bener tracking covid operasi_aplikasi pakai aja tak_tidak_kagak korupsi anggar operasi_aplikasi sampah aja,-1
rusak pun program aplikasi harus pikir pilih hidup yang buruk,rusak_buruk_busuk_gagal_cacat program operasi_aplikasi akal_pikir pilih hidup rusak_buruk_kasar_busuk_negatif_jelek_cacat,-1
nama lengkap bilang tidak valid lokasi selalu nyala tidak opsi langsung aju data informasi saya vaksin versi opsi cek zonasi hilang sulit check in di luar radius,identitas_nama_kata_tanda_status penuh_sempurna_besar_lengkap bilang_beberapa tak_tidak_kagak terang_jadi_kuat_valid posisi_lokasi_tempat nyala_hidup tak_tidak_kagak alternatif_opsi langsung aju data_statistik_informasi_fakta_bukti fakta_berita_informasi_data vaksin tipe_versi_cara_jenis alternatif_opsi cek zonasi rugi_turun_habis_pergi_hilang_hapus_tanggal_pecah_mati_lenyap berat_repot_sulit_payah_serius_susah check in asing_luar radius,-1
butuh yang untuk koneksi hasil pcr,butuh buat_bagi_untuk_akan kontak_koneksi hasil pcr,0
baik menginstal ulang aplikasi masuk telah baru tidak bisa saya itu ubah pergi mobil saya etik jalan pesawat formulir harap dukung kembang laku jika milik yang,ramah_ya_baik_normal_jujur_sehat_bagus_pulih_efektif_oke_enak menginstal kembali_ulang operasi_aplikasi masuk_kena_turun_sampai aktual_mutakhir_baru_segar tak_tidak_kagak bisa_sanggup_dapat itu pindai_ubah_ganti_pindah berangkat_pergi_hilang mobil etik jalan pesawat formulir mohon_minta_harap dukung_bawa kembang laku milik,0
tolong fitur log out scan barcode,tolong_bantu fitur log out scan barcode,-1
tolong developer jitak data masyarakat udah vaksin sertifikat sekarang tidak ilang gimana,tolong_bantu developer jitak data_statistik_informasi_fakta_bukti publik_masyarakat_bangsa_rakyat udah vaksin surat_sertifikat tak_tidak_kagak ilang gimana,-1
instal daftar cek list syarat tentu stlh ngeblang tidak respon,instal jadwal_register_daftar cek list term_syarat_kondisi stlh ngeblang tak_tidak_kagak respon,0
tidak bisa isi kolom tanggal ulang coba tidak hasil saya sudah tidak nyala menginstalnya tetapi tidak hasil anda milik solusi itu itu buat saya jengkel frustasi,tak_tidak_kagak bisa_sanggup_dapat daya_isi kolom tanggal_bulan_hari kembali_ulang kalau_coba_jika tak_tidak_kagak hasil habis_sudah_telah tak_tidak_kagak nyala_hidup menginstalnya tak_tidak_kagak hasil milik solusi itu saya_kami jengkel frustasi,-1
perintah otoritas jadi pindai status sehat belum pasuk gedung balik,tugas_order_perintah daya_otoritas pindai nama_status_kualitas_situasi_posisi_kelas sehat_enak_fit_segar pasuk gedung_kantor,0
aplikasi sampah bug,operasi_aplikasi sampah bug,-1
kerja bagus hidup,operasi_fungsi_kerja_aktivitas baik_bagus_keren hidup,1
update hp infinix tidak ubah tolong periksa thank you,update hp infinix tak_tidak_kagak pindai_ubah_ganti_pindah tolong_bantu cek_periksa_kontrol thank you,0
