comment,id,en,id_processed,en_processed,label_manual,svm_id,svm_en
semenjak ada pelindungdiri tidak tau kenapa handphone saya suka restart dan proses untuk buka aplikasi (home) cukup lama. tujuan aplikasi baik itu dapat dipahami.,semenjak ada pelindungdiri tidak tau kenapa handphone saya suka restart dan proses untuk buka aplikasi (home) cukup lama. tujuan aplikasi baik itu dapat dipahami.,since the protector doesn't know why my cellphone likes to restart and the process to open the application (home) is long enough. the purpose of the application is good can be understood.,,,-1,,
artificial location detected. did all things. even on/off the developer options... can't use the application i think foreign sktt nik database integration has an issue too. after the update on 1st november 2021. now only have local and foreign. my phone when i logoff. cannot login again. tokopedia and gopay is much much better and reliable. even i send an e-mail. it bounch back.,lokasi buatan terdeteksi. melakukan semua hal. bahkan on / off opsi pengembang ... tidak dapat menggunakan aplikasi saya pikir integrasi basis data sktt nik asing juga memiliki masalah. setelah pembaruan pada tanggal 1 november 2021. sekarang hanya memiliki lokal dan asing. telepon saya ketika saya logoff. tidak bisa masuk lagi. tokopedia dan gopay jauh lebih baik dan dapat diandalkan. bahkan saya mengirim email. itu balik kembali.,artificial location detected. did all things. even on/off the developer options... can't use the application i think foreign sktt nik database integration has an issue too. after the update on 1st november 2021. now only have local and foreign. my phone when i logoff. cannot login again. tokopedia and gopay is much much better and reliable. even i send an e-mail. it bounch back.,,,-1,,
dengan app pedulilindungi semua jadi lebih praktis.,dengan app pedulilindungi semua jadi lebih praktis.,with the app's apply protector becomes more practical.,,,1,,
goverment mandated application,pemerintah manasi aplikasi,goverment mandated application,,,0,,
"masa setelah di update, sertifikat vaksinnya ilang dan gaada, pdhal lg dibutuhkan","masa setelah di update, sertifikat vaksinnya ilang dan gaada, pdhal lg dibutuhkan","the period after being updated, the vaccine certificate is ilang and gaada, pdhal lg is needed",,,-1,,
"merepotkan, mengundang virus karena harus scan qr code. blm lagi aplikasi d bbrp hp ga bisa login..","merepotkan, mengundang virus karena harus scan qr code. blm lagi aplikasi d bbrp hp ga bisa login..","troublesome, invite viruses because they have to scan qr code. blm again the application is not able to log in ..",,,-1,,
setelah update ui jadi jelek.,setelah update ui jadi jelek.,after ui update it becomes ugly.,,,-1,,
dah daftar vaksin di app dr dulu tp kok ga ada pemberitahuan kapan dan dimana 😥,dah daftar vaksin di app dr dulu tp kok ga ada pemberitahuan kapan dan dimana 😥,dah vaccine list in the app first but how come there is no notification when and where 😥,,,-1,,
can no continue after agree,tidak dapat berlanjut setelah setuju,can no continue after agree,,,-1,,
aplikasi noraaakk...bang*e hasil positif masih tidak berubah setelah 2x pcr dgn hasil negatif nyusahin orang aja,aplikasi noraaakk...bang*e hasil positif masih tidak berubah setelah 2x pcr dgn hasil negatif nyusahin orang aja,the noraaakk application ... bang * e positive results still unchanged after 2x pcr with the negative results just troublesome,,,-1,,
"habis vaksin pertama tapi serifikat ga muncul di aplikasi, udah masukin data berulang kali sama aja","habis vaksin pertama tapi serifikat ga muncul di aplikasi, udah masukin data berulang kali sama aja","after the first vaccine but the serification does not appear in the application, it has already entered the data repeatedly just the same",,,-1,,
aplikasi tolol....kadang mau kadang ngga....udh check-in ga bisa check-out ....nyusahin orang aja,aplikasi tolol....kadang mau kadang ngga....udh check-in ga bisa check-out ....nyusahin orang aja,stupid application .... sometimes wonders sometimes not ... udh check-in can't check out .... just trouble the person,,,-1,,
"aplikasinya jelek. setelah diupdate kok malah jd gabisa login? di scroll kebawah di bagian privasi pengguna untuk login saja tidak bisa. tapi kalo masuk mall2/tempat umum wajib scan lewat app ini. gak paham sih sama developer app ini, niat atau gak ngurus app nya krn terlalu banyak bug yg menghambat pdhl app ini penting & wajib. semoga kedepannya lebih baik & tidak ada kendala lg seperti app2 lain.","aplikasinya jelek. setelah diupdate kok malah jd gabisa login? di scroll kebawah di bagian privasi pengguna untuk login saja tidak bisa. tapi kalo masuk mall2/tempat umum wajib scan lewat app ini. gak paham sih sama developer app ini, niat atau gak ngurus app nya krn terlalu banyak bug yg menghambat pdhl app ini penting & wajib. semoga kedepannya lebih baik & tidak ada kendala lg seperti app2 lain.","the application is bad. after updating, how come it's even possible to log in? scroll down in the user's privacy section to log in just can't. but if you enter mall2 / public place must scan through this app. don't understand the same developer app, intention or not take care of the app because there are too many bugs that inhibit this app important & mandatory. hopefully in the future it is better & there are no lg obstacles like other app2.",,,-1,,
"bad app. pls fix this app, because i can't see my vaccine certificate.","aplikasi yang buruk. tolong perbaiki aplikasi ini, karena saya tidak dapat melihat sertifikat vaksin saya.","bad app. pls fix this app, because i can't see my vaccine certificate.",,,-1,,
tidak bisa melihat sertifikat vaksin. ketika klik tombol sertifikat vaksin malah dikembalikan ke halaman periksa data.,tidak bisa melihat sertifikat vaksin. ketika klik tombol sertifikat vaksin malah dikembalikan ke halaman periksa data.,cannot see a vaccine certificate. when clicking the vaccine certificate button instead it is returned to the data check page.,,,-1,,
"dari semua check in, 80% nya gagal check in","dari semua check in, 80% nya gagal check in","from all check-in, 80% failed to check in",,,-1,,
"ba ji ngan lahhhh..... gua dipaksa donlot ginian,,, sampahhh jan cukkk peraturan sialan, vaksin gak penting!!!!","ba ji ngan lahhhh..... gua dipaksa donlot ginian,,, sampahhh jan cukkk peraturan sialan, vaksin gak penting!!!!","ba ji ngan lahhhh ... cave forced to download ginian ,,, rubbing jankk damn rules, vaccine is not important !!!!",,,-1,,
saya malah di keluarin dari aplikasi ini di suruh login ulang di suruh ngisi rumput di kotak persetujuan tapi malah tidak bisa di scroll ke bwah untuk lanjut bagaimana ini????,saya malah di keluarin dari aplikasi ini di suruh login ulang di suruh ngisi rumput di kotak persetujuan tapi malah tidak bisa di scroll ke bwah untuk lanjut bagaimana ini????,i actually gone out of this application to be told to log in to tell the grass in the approval box but instead it can't be scrolled to the way to keep this ????,,,-1,,
pemilihan tanggal lahir tidak praktis. khususnya pemilihan tahun.,pemilihan tanggal lahir tidak praktis. khususnya pemilihan tahun.,the selection of birth dates is impractical. especially the anniversary.,,,-1,,
sertifikat vaksin kedua sudah dua minggu gak muncul2. padahal di web sdh ada.,sertifikat vaksin kedua sudah dua minggu gak muncul2. padahal di web sdh ada.,the second vaccine certificate has not appeared for two weeks. even though there are webs.,,,-1,,
"setelah update yg katanya ""update performa"", malah gak bisa login... ^^, ini macam product blom jadi tapi dipaksa naik, kerja kementrian yg bener donk jangan bikin aplikasi wajib yang harus dipake rakyat, pake uang rakyat tapi kualitas jelek! kementrian kalo gak mampu bikin aplikasi bagus, bayar swasta aja macam gojek/tokped yg sudah terbukti.","setelah update yg katanya ""update performa"", malah gak bisa login... ^^, ini macam product blom jadi tapi dipaksa naik, kerja kementrian yg bener donk jangan bikin aplikasi wajib yang harus dipake rakyat, pake uang rakyat tapi kualitas jelek! kementrian kalo gak mampu bikin aplikasi bagus, bayar swasta aja macam gojek/tokped yg sudah terbukti.","after the update that he said ""performance update"", it can't even be logged in ... ^^, it's kind of product blom so it's forced to go up, the work of the ministry that really don't make a mandatory application that must be used by the people, use people's money but ugly quality! the ministry if it's not able to make a good application, just pay a private kind of goek / toxin that has been proven.",,,-1,,
ok versi baru sudah tidak selalu mengakses gps.,ok versi baru sudah tidak selalu mengakses gps.,ok the new version is not always accessing gps.,,,1,,
ok kdg applikasi nyangkut waktu scab lokasi,ok kdg applikasi nyangkut waktu scab lokasi,ok kdg applications about scab time location,,,0,,
mks kak,mks kak.,mks kak.,,,1,,
"why i need to install it again and again? everytime i've installed it, it's getting error, not working normally. and now i can't install it, it keeps pending. i can't believe this junk application becomes refference for public safety.","mengapa saya perlu menginstalnya lagi dan lagi? setiap kali saya menginstalnya, itu mendapatkan kesalahan, tidak berfungsi secara normal. dan sekarang saya tidak dapat menginstalnya, itu terus tertunda. saya tidak percaya aplikasi sampah ini menjadi referensi untuk keselamatan publik.","why i need to install it again and again? everytime i've installed it, it's getting error, not working normally. and now i can't install it, it keeps pending. i can't believe this junk application becomes refference for public safety.",,,-1,,
"setelah syarat penggunaan dan kebijakan disetujui dan kotak setuju dicentang, layar ga bisa dinaikkin untuk proses selanjutnya, mohon sarannya atau updatenya yang terbaru","setelah syarat penggunaan dan kebijakan disetujui dan kotak setuju dicentang, layar ga bisa dinaikkin untuk proses selanjutnya, mohon sarannya atau updatenya yang terbaru","after the requirements for the use and policy are approved and the agreement box is checked, the screen can't be increased to the next process, please advise or update the latest",,,-1,,
informasi peraturan perjalanan di aplikasi belum update. terakhir update tertulis masih 4 september 2021. pengaturan aspek rasio pada tampilan antarmuka awal memulai menggunakan aplikasi tidak dinamis. sehingga beberapa pengguna hp tertentu kesulitan untuk login karena tidak bisa tekan tombol lanjut dibawah.,informasi peraturan perjalanan di aplikasi belum update. terakhir update tertulis masih 4 september 2021. pengaturan aspek rasio pada tampilan antarmuka awal memulai menggunakan aplikasi tidak dinamis. sehingga beberapa pengguna hp tertentu kesulitan untuk login karena tidak bisa tekan tombol lanjut dibawah.,"information on travel regulations in the application has not been updated. the last written update is still september 4, 2021. settings aspect ratio on the initial interface display starts using an unynamic application. so that some certain hp users are difficult to log in because they cannot press the next button below.",,,-1,,
"serifikat vaksin pertama lama setelah vaksin baru ada, abis vaksin kedua, sertifikat prtama ilang, sertifikat kedua gk dpt dpt, terus respon malah kasi tau cara liat sertifikat, untuk apa ngasi tau yang saya udh tau? biar keliatan pinter? terus gausah suruh telpon, udh brkali-kali gk diangkat","serifikat vaksin pertama lama setelah vaksin baru ada, abis vaksin kedua, sertifikat prtama ilang, sertifikat kedua gk dpt dpt, terus respon malah kasi tau cara liat sertifikat, untuk apa ngasi tau yang saya udh tau? biar keliatan pinter? terus gausah suruh telpon, udh brkali-kali gk diangkat","the first serific vaccination after a long vaccine after the new vaccine exists, after the second vaccine, the certificate of pritioner, the second certificate doesn't get the dpt, keep the response even know how to see the certificate, why do you know what i know? let me look at pinter? continue to don't have to do a call, i haven't been appointed",,,-1,,
